TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-08-12,2024-08-12,CM,NSE,STK,13874,IN3120220279,765TN33,SG,,,,,SDL TN 7.65% 2033,99.00,99.00,99.00,99.00,99.00,100.00,,99.00,,,100,9900.00,1,F1,100,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,20223,INE201M01029,CLEDUCATE,EQ,,,,,CL EDUCATE LIMITED,80.00,83.00,80.00,81.09,81.11,81.02,,81.09,,,146105,11884843.09,2488,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,15044,INE124G01033,DELTACORP,EQ,,,,,DELTA CORP LIMITED,127.00,129.80,126.01,128.21,128.09,128.03,,128.21,,,1280613,163974253.77,11875,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,15214,INE477B01010,DVL,EQ,,,,,DHUNSERI VENTURES LIMITED,444.10,458.00,441.35,451.50,453.00,444.00,,451.50,,,128975,58366443.55,11157,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,14793,INE933B01012,MEGASOFT,EQ,,,,,MEGASOFT LTD,70.00,73.40,68.00,70.51,69.70,70.14,,70.51,,,187450,13421870.40,2565,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,24267,INE01IH01015,SYLVANPLY,SM,,,,,SYLVAN PLYBOARD (INDIA) L,112.00,113.25,110.80,113.25,113.25,114.00,,113.25,,,22000,2465000.00,11,F1,2000,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,2043,INE331A01037,RAMCOCEM,EQ,,,,,THE RAMCO CEMENTS LIMITED,791.00,804.80,791.00,801.25,802.60,799.75,,801.25,,,222982,178518815.95,11197,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,8652,INE918N01018,VETO,EQ,,,,,VETO SWITCHGEAR CABLE LTD,173.35,174.70,168.35,170.88,172.00,174.95,,170.92,,,343703,59183189.62,13658,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,23775,INE0SRI01019,VERITAAS,SM,,,,,VERITAAS ADVERTISING LTD,131.55,136.00,131.50,136.00,136.00,139.10,,136.00,,,6000,805260.00,3,F1,1200,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,2431,INE0DD101019,RAILTEL,EQ,,,,,RAILTEL CORP OF IND LTD,470.00,492.95,465.30,482.75,483.10,469.45,,482.75,,,7156903,3460944149.05,107003,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,166,INE435A01028,ANDHRAPAP,EQ,,,,,ANDHRA PAPER LIMITED,543.70,549.00,538.20,545.15,544.50,550.05,,545.15,,,62930,34203451.85,3653,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,7339,INF209KB16D7,ABSLNN50ET,EQ,,,,,BIRLASLAMC - ABSLNN50ET,75.79,75.79,74.52,75.17,75.50,75.73,,75.18,,,25265,1898390.86,496,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,7780,INE977Y01011,BCONCEPTS,EQ,,,,,BRAND CONCEPTS LIMITED,576.00,604.15,563.35,578.20,580.85,594.15,,578.25,,,34678,20342628.10,4855,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,19277,INE778K01012,EMAMIREAL,EQ,,,,,EMAMI REALTY LIMITED,96.80,97.37,88.81,91.33,91.83,96.75,,91.33,,,100677,9192479.74,1831,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,14868,INE452O01016,FLFL,BZ,,,,,FUT LIFESTYLE FASH LTD,2.34,2.34,2.20,2.23,2.21,2.23,,2.26,,,107878,246129.49,136,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,5239,INE843B01013,MAHAPEXLTD,EQ,,,,,MAHA RASHTRA APEX COPR. L,170.00,172.79,167.71,168.28,169.30,173.21,,168.20,,,21553,3651603.32,1133,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,25718,INE205C01021,POLYMED,EQ,,,,,POLY MEDICURE LIMITED,1894.00,1932.55,1879.30,1926.45,1928.00,1879.30,,1926.40,,,106056,202863574.35,12784,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,9035,INE218C01016,AUSOMENT,BE,,,,,AUSOM ENTERPRISE LIMITED,101.43,101.43,101.43,101.43,101.43,96.60,,102.34,,,15621,1584438.03,43,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,8827,INE652Z01017,AVROIND,EQ,,,,,AVRO INDIA LIMITED,123.60,125.95,121.48,124.91,124.98,122.94,,124.91,,,54381,6773247.88,677,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,4007,INE558D01021,CORALFINAC,EQ,,,,,CORAL INDIA FIN & HOUS LT,50.20,53.21,50.20,51.56,51.84,52.13,,51.56,,,64657,3376829.57,2084,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,5865,INE548Z01017,LAGNAM,EQ,,,,,LAGNAM SPINTEX LIMITED,137.56,143.40,135.00,139.67,143.00,140.37,,139.67,,,60121,8342364.26,1417,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,2463,INE099Z01011,MIDHANI,EQ,,,,,MISHRA DHATU NIGAM LTD,415.00,428.00,402.55,420.70,420.80,442.65,,420.70,,,1197528,504662575.50,42386,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,31837,INE099F01013,SREEL,EQ,,,,,SREELEATHERS LIMITED,305.40,314.85,304.20,311.65,310.65,305.40,,311.65,,,28132,8702786.05,4858,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,21401,INF277KA1976,TATAGOLD,EQ,,,,,TATAAML-TATAGOLD,6.89,6.96,6.88,6.91,6.92,6.89,,6.91,,,2239018,15456629.73,10864,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,9592,INE0JA001018,VENUSPIPES,EQ,,,,,VENUS PIPES & TUBES LTD,2080.90,2090.00,2052.40,2078.95,2085.00,2080.95,,2079.05,,,43050,89015729.35,7242,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,3506,INE280A01028,TITAN,EQ,,,,,TITAN COMPANY LIMITED,3331.65,3345.00,3295.35,3320.85,3325.55,3331.70,,3321.20,,,874598,2907642409.40,64796,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,19800,INE389K01018,WELINV,EQ,,,,,WELSPUN INV & COMM LTD,846.90,917.40,846.90,892.15,873.55,834.00,,890.40,,,1874,1654024.50,318,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,23127,INE0PB301013,SCILAL,EQ,,,,,SHIPPING CORP OF ILA LTD,92.54,96.95,91.12,94.22,94.39,92.41,,94.22,,,4709653,448625870.51,27112,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,7425.00,7502.10,7403.00,7490.20,7502.10,7452.27,,7490.20,,,746,5546554.80,48,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,7400.00,7505.00,7400.00,7400.00,7400.00,7400.00,,7400.00,,,13,96305.00,5,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,17270,INE991I01015,ASPINWALL,EQ,,,,,ASPINWALL & CO LTD,300.25,300.25,282.20,292.30,290.25,300.25,,292.30,,,13548,3957442.70,497,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,12022,INE132H01018,AURIONPRO,EQ,,,,,AURIONPRO SOLN LTD,1690.60,1809.45,1690.00,1701.90,1708.10,1724.25,,1702.05,,,154027,270454390.20,17354,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,19265,INE416D01022,BLISSGVS,EQ,,,,,BLISS GVS PHARMA LTD,112.10,112.95,110.82,112.66,112.95,112.63,,112.65,,,263017,29536141.09,3854,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,937,INE285A01027,ELGIEQUIP,EQ,,,,,ELGI EQUIPMENTS LTD,629.80,631.70,619.45,621.10,619.85,630.50,,621.15,,,97342,60743717.95,7936,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,2365,INE614Z01017,GIRIRAJ,SM,,,,,GIRIRAJ CIVIL DEVP LTD,385.00,395.00,380.00,390.00,390.00,387.50,,390.00,,,2250,877712.50,9,F1,250,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,23623,INE0OAF01028,JNKINDIA,BE,,,,,JNK INDIA LIMITED,723.00,753.00,717.00,740.35,741.00,722.70,,740.20,,,22008,16222829.50,773,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,24350,INE0SUN01013,NEPHROCARE,SM,,,,,NEPHRO CARE INDIA LIMITED,277.00,285.00,260.00,275.05,276.95,272.75,,275.05,,,204800,56486960.00,107,F1,1600,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,11394,INE358U01012,ZOTA,EQ,,,,,ZOTA HEALTH CARE LIMITED,649.75,681.85,645.80,666.85,667.00,647.25,,666.85,,,58593,38997109.50,4507,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,31475,INE231G01010,ORBTEXP,EQ,,,,,ORBIT EXPORTS LIMITED,198.00,198.03,182.02,183.63,183.00,197.97,,183.61,,,51876,9805329.37,1679,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,458,IN0020170091,SGBNOV25,GB,,,,,2.50% GOLDBONDS2025SR-VII,7500.00,7500.00,7500.00,7500.00,7500.00,7500.00,,7500.00,,,1,7500.00,1,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,13,INE117A01022,ABB,EQ,,,,,ABB INDIA LIMITED,7989.95,7989.95,7630.85,7674.70,7644.00,7972.10,,7674.65,,,499233,3884883506.95,59071,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,350,INE459A01010,BANARISUG,EQ,,,,,BANNARI AMMAN SUGARS LTD,3197.30,3197.30,3081.05,3105.30,3100.00,3154.75,,3105.35,,,3017,9429483.65,769,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,14154,INE405E01023,UNOMINDA,EQ,,,,,UNO MINDA LIMITED,1000.00,1051.45,997.25,1045.05,1045.00,1006.20,,1045.05,,,636117,655823606.80,49005,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,16751,INE222J01013,RANEENGINE,EQ,,,,,RANE ENG VALVE LTD,415.00,423.85,404.35,411.40,414.00,417.75,,411.40,,,9180,3794731.40,729,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,15343,INE888C01040,SADHNANIQ,EQ,,,,,SADHANA NITROCHEM LIMITED,72.75,73.02,70.69,71.40,72.00,71.74,,71.40,,,360177,25902293.39,6799,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,7350.00,7350.00,7350.00,7350.00,7350.00,7389.60,,7350.00,,,10,73500.00,2,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,31970,INE557F07132,901NHB34,N6,,,,,BOND 9.01%PA TF TR-I S 3B,6625.00,6739.00,6625.00,6739.00,6739.00,6740.00,,6739.00,,,4,26728.00,2,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,739,INE169A01031,COROMANDEL,EQ,,,,,COROMANDEL INTERNTL. LTD,1709.00,1764.40,1706.00,1734.05,1735.90,1693.70,,1734.05,,,1141141,1987975580.75,50816,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,15384,INE274G01010,DHANI,EQ,,,,,DHANI SERVICES LIMITED,52.21,53.19,51.15,52.54,52.41,52.30,,52.53,,,2372600,124381969.93,12953,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,11667,INE366A01041,DWARKESH,EQ,,,,,DWARIKESH SUGAR IND LTD,68.30,70.70,67.65,69.91,70.15,68.56,,69.91,,,1358262,93891106.53,12301,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,24770,IN002024X201,91D071124,TB,,,,,GOI TBILL 91D-07/11/24,98.15,98.15,98.15,98.15,98.15,98.37,,98.13,,,600,58890.00,2,F1,100,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,10599,INE844O01030,GUJGASLTD,EQ,,,,,GUJARAT GAS LIMITED,605.00,620.60,603.90,618.90,619.45,610.70,,618.90,,,892503,549303923.95,37749,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,10633,INF179KC1HR4,HDFCNIF100,EQ,,,,,HDFCAMC - HDFCNIF100,26.50,26.50,25.38,25.82,25.90,25.73,,25.83,,,53950,1397331.57,503,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,19287,INE0KZ301010,KONTOR,SM,,,,,KONTOR SPACE LIMITED,144.60,150.00,144.40,150.00,150.00,152.00,,150.00,,,20400,2994420.00,15,F1,1200,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,15017,INE215I01027,MAANALU,EQ,,,,,MAAN ALUMINIUM LIMITED,125.82,127.28,124.26,125.20,125.10,125.82,,125.24,,,76719,9653511.68,2705,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,10970,INE0MEG01014,VIVIANA,ST,,,,,VIVIANA POWER TECH LTD,879.00,879.00,833.00,834.00,834.00,875.00,,834.00,,,9000,7593650.00,18,F1,500,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,14278,INE607D01018,ORIENTBELL,EQ,,,,,ORIENT BELL LIMITED,380.00,384.60,374.00,375.50,374.00,383.25,,375.50,,,11296,4270577.35,1186,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,10990,INE944F01028,RADICO,EQ,,,,,RADICO KHAITAN LTD,1670.00,1688.00,1660.05,1665.80,1664.05,1694.50,,1665.70,,,81914,136509260.30,9908,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,10176,INF200KA1FS1,SETFNIF50,EQ,,,,,SBI-ETF NIFTY 50,257.19,258.00,255.25,256.60,256.78,256.63,,256.60,,,236173,60670401.06,4140,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,5551,INE251C01025,ABMINTLLTD,BE,,,,,ABM INTERNATIONAL LTD,61.32,61.32,61.32,61.32,61.32,58.40,,61.32,,,1252,76772.64,16,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,760,INE067A01029,CGPOWER,EQ,,,,,CG POWER AND IND SOL LTD,711.00,716.75,696.45,705.85,705.00,713.20,,705.85,,,1304253,918992809.80,49670,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,20899,INE0Q1W01012,EFORCE,SM,,,,,ELECTRO FORCE (INDIA) LTD,69.20,71.10,68.65,69.55,69.20,70.10,,69.55,,,39600,2769600.00,33,F1,1200,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,22595,INF179KC1HW4,HDFCPSUBK,EQ,,,,,HDFCAMC HDFCPSUBK,71.38,71.38,69.21,69.66,70.00,70.58,,69.67,,,45303,3160943.96,518,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,11262,INE203G01027,IGL,EQ,,,,,INDRAPRASTHA GAS LTD,537.05,545.00,533.50,542.95,542.05,537.40,,542.95,,,1312776,707741518.30,30383,F1,1,,,,,
2024-08-12,2024-08-12,CM,NSE,STK,1200,INF769K01GS9,ESG,EQ,,,,,MIRAEAMC - MAESGETF,41.12,41.23,40.77,41.00,40.96,41.12,,41.00,,,146957,6006320.54,282,F1,1,,,,,
